y_true_step_1,y_predict_step_1,y_true_step_2,y_predict_step_2,y_true_step_3,y_predict_step_3,y_true_step_4,y_predict_step_4,y_true_step_5,y_predict_step_5,y_true_step_6,y_predict_step_6,y_true_step_7,y_predict_step_7,y_true_step_8,y_predict_step_8
131.899,221.2883,108.55133333333332,208.0747,107.4075,234.59636,105.86,249.93665,125.85833333333332,231.79633,136.88016666666667,214.7981,175.99166666666667,240.64793,339.21816666666666,257.73715
108.55133333333332,222.78708,107.4075,210.68591,105.86,237.36345,125.85833333333332,255.65625,136.88016666666667,237.92596,175.99166666666667,224.19484,339.21816666666666,247.40782,732.8673333333334,264.04636
107.4075,226.43576,105.86,215.41248,125.85833333333332,242.95512,136.88016666666667,265.1775,175.99166666666667,246.64874,339.21816666666666,237.3374,732.8673333333334,256.40475,672.135,273.75314
105.86,231.76389,125.85833333333332,222.49097,136.88016666666667,250.82182,175.99166666666667,277.8734,339.21816666666666,257.80475,732.8673333333334,252.85522,672.135,266.3165,617.8906666666667,286.08286
125.85833333333332,226.99777,136.88016666666667,218.59436,175.99166666666667,247.29033,339.21816666666666,276.20178,732.8673333333334,255.06421,672.135,252.11197,617.8906666666667,261.69406,496.1773333333333,283.84946
136.88016666666667,227.69553,175.99166666666667,220.16309,339.21816666666666,249.65776,732.8673333333334,281.63354,672.135,259.16736,617.8906666666667,258.96384,496.1773333333333,264.30563,257.8523333333334,288.66928
175.99166666666667,219.74338,339.21816666666666,215.2749,732.8673333333334,236.43974,672.135,265.5393,617.8906666666667,247.16565,496.1773333333333,244.53104,257.8523333333334,253.12486,672.0458333333333,270.19675
339.21816666666666,222.5859,732.8673333333334,224.62537,672.135,230.78838,617.8906666666667,260.15112,496.1773333333333,247.62585,257.8523333333334,244.24081,672.0458333333333,256.3751,616.4413333333334,259.0837
732.8673333333334,240.1318,672.135,251.94324,617.8906666666667,235.10515,496.1773333333333,268.53638,257.8523333333334,263.06616,672.0458333333333,257.3089,616.4413333333334,272.0184,606.372,255.68832
672.135,266.6888,617.8906666666667,279.58884,496.1773333333333,234.731,257.8523333333334,275.6056,672.0458333333333,273.07193,616.4413333333334,255.21417,606.372,276.56094,470.374,236.999
617.8906666666667,313.61966,496.1773333333333,316.9368,257.8523333333334,254.46767,672.0458333333333,314.34012,616.4413333333334,303.86835,606.372,271.49832,470.374,296.9059,281.02166666666665,241.75125
496.1773333333333,322.08206,257.8523333333334,305.87747,672.0458333333333,266.39236,616.4413333333334,334.38693,606.372,284.3972,470.374,247.39484,281.02166666666665,272.27213,361.2383333333333,231.67097
257.8523333333334,227.25198,672.0458333333333,175.00272,616.4413333333334,234.01735,606.372,225.4885,470.374,146.42496,281.02166666666665,167.02774,361.2383333333333,134.69409,352.9388333333334,151.30296
672.0458333333333,177.14377,616.4413333333334,136.44318,606.372,190.00067,470.374,179.0474,281.02166666666665,117.25296,361.2383333333333,130.43814,352.9388333333334,107.22542,254.252,129.70271
616.4413333333334,126.99863,606.372,91.91297,470.374,141.63225,281.02166666666665,129.79472,361.2383333333333,83.26883,352.9388333333334,88.83945,254.252,76.04613,172.00616666666667,101.54613
