y_true_step_1,y_predict_step_1
131.899,119.06406
108.55133333333332,109.493935
107.4075,85.06041
105.86,93.27689
125.85833333333332,128.35768
136.88016666666667,105.066086
175.99166666666667,142.77927
339.21816666666666,359.96732
732.8673333333334,735.65765
672.135,669.10895
617.8906666666667,630.97455
496.1773333333333,519.26196
257.8523333333334,250.7542
672.0458333333333,680.8192
616.4413333333334,610.09393
606.372,590.3297
470.374,455.50018
281.02166666666665,251.67276
361.2383333333333,289.29865
352.9388333333334,309.7319
254.252,255.15991
172.00616666666667,180.74234
154.11383333333333,147.8466
151.61583333333334,135.26993
151.46166666666667,122.26116
150.6121666666667,126.547775
153.34333333333333,141.92113
153.721,137.70462
166.07316666666668,145.30637
167.86033333333336,145.10535
148.08566666666667,183.01056
345.77750000000003,296.3726
753.6553333333334,678.7496
618.4046666666667,660.6335
592.0191666666667,601.33606
464.3008333333333,479.62045
292.3401666666667,245.58722
700.8196666666666,697.10913
577.2326666666667,621.52515
582.802,564.5212
436.8753333333333,425.5633
231.31016666666667,248.03793
264.89866666666666,277.70392
249.9568333333333,253.2107
201.97916666666663,183.58585
189.5378333333333,151.83438
155.803,151.39133
140.61033333333336,133.41223
141.16683333333333,126.564735
138.61700000000002,122.44275
138.73033333333333,133.66159
136.3276666666667,130.54445
147.56133333333335,148.49467
155.37849999999997,143.65802
161.57533333333333,168.08698
310.3695,299.8403
682.2355,659.85913
604.6166666666667,626.63043
603.5973333333333,591.40753
477.59816666666666,499.01013
261.23566666666665,247.41273
696.7728333333333,663.7706
584.519,611.8088
601.4169999999999,583.2388
453.8145,449.069
268.3851666666667,255.31592
327.9303333333333,297.59198
308.59883333333335,296.05264
212.89666666666665,240.24092
186.486,164.2583
215.5668333333333,162.26334
179.26816666666667,171.2865
167.39983333333333,150.42548
167.501,150.90201
167.1616666666667,157.89467
163.56,152.78049
178.70916666666665,160.76672
181.884,149.81697
194.49650000000003,175.77254
331.26500000000004,310.46735
665.4213333333333,662.9139
587.234,604.1899
597.1764999999999,566.15356
472.7111666666667,499.54395
250.68616666666668,256.0692
648.3169999999999,639.56525
580.5438333333333,580.21893
565.8025,568.16833
466.91533333333336,438.6942
353.15483333333333,258.29678
472.9575,344.96448
415.9261666666667,377.6875
314.47,324.86307
277.83483333333334,230.32307
229.721,199.44829
209.4545,173.86644
183.5755,157.49603
182.4065,138.68079
180.1735,130.60379
180.9995,142.47868
191.83600000000004,165.53467
188.01383333333337,146.79526
142.06666666666666,125.5349
187.00233333333333,154.35107
257.0878333333333,209.00859
254.04,254.3601
272.6825,268.85782
261.266,267.42096
238.3555,180.62686
270.5655,290.58087
254.75733333333332,257.6794
