y_true_step_1,y_predict_step_1,y_true_step_2,y_predict_step_2,y_true_step_3,y_predict_step_3,y_true_step_4,y_predict_step_4,y_true_step_5,y_predict_step_5,y_true_step_6,y_predict_step_6,y_true_step_7,y_predict_step_7,y_true_step_8,y_predict_step_8
131.899,121.20145,108.55133333333332,121.00909,107.4075,118.34574,105.86,115.61797,125.85833333333332,137.67096,136.88016666666667,143.47276,175.99166666666667,161.76204,339.21816666666666,269.11002
108.55133333333332,135.30649,107.4075,130.75394,105.86,135.94493,125.85833333333332,155.25922,136.88016666666667,163.60005,175.99166666666667,175.6841,339.21816666666666,286.47342,732.8673333333334,633.1419
107.4075,134.36484,105.86,136.00807,125.85833333333332,151.64949,136.88016666666667,171.33641,175.99166666666667,179.76103,339.21816666666666,289.63464,732.8673333333334,655.40546,672.135,616.5395
105.86,136.42163,125.85833333333332,145.949,136.88016666666667,161.49571,175.99166666666667,176.64441,339.21816666666666,301.52252,732.8673333333334,663.2858,672.135,638.0604,617.8906666666667,623.1198
125.85833333333332,148.76271,136.88016666666667,152.84596,175.99166666666667,172.75026,339.21816666666666,290.57077,732.8673333333334,651.188,672.135,622.6309,617.8906666666667,607.88916,496.1773333333333,511.66693
136.88016666666667,164.8945,175.99166666666667,172.15822,339.21816666666666,305.35602,732.8673333333334,673.486,672.135,651.21906,617.8906666666667,630.8369,496.1773333333333,533.71893,257.8523333333334,302.32043
175.99166666666667,172.48253,339.21816666666666,292.08737,732.8673333333334,684.51013,672.135,655.023,617.8906666666667,637.26904,496.1773333333333,532.7607,257.8523333333334,296.06595,672.0458333333333,676.6058
339.21816666666666,299.05673,732.8673333333334,675.0136,672.135,647.87933,617.8906666666667,629.3055,496.1773333333333,526.9735,257.8523333333334,285.83713,672.0458333333333,661.29083,616.4413333333334,615.79333
732.8673333333334,694.184,672.135,649.13904,617.8906666666667,634.6778,496.1773333333333,536.0248,257.8523333333334,304.1872,672.0458333333333,686.2091,616.4413333333334,640.1003,606.372,620.83325
672.135,681.0269,617.8906666666667,652.89874,496.1773333333333,547.95734,257.8523333333334,308.95807,672.0458333333333,704.6561,616.4413333333334,653.32086,606.372,632.4758,470.374,504.74146
