y_true_step_1,y_predict_step_1
142.76783333333333,171.92578
117.386,132.33524
118.58166666666666,108.85772
120.378,117.21725
123.81566666666666,104.02171
125.621,117.4401
125.46533333333332,112.28505
124.36266666666668,104.262375
136.078,112.88881
165.169,113.047005
188.05283333333333,179.98242
203.83300000000003,171.46379
215.0548333333333,180.38081
185.634,165.1823
180.67183333333332,157.9547
165.65466666666669,143.71887
165.98533333333336,148.16994
161.67466666666667,148.4062
159.64266666666668,150.93944
161.67633333333333,152.44583
175.78733333333335,163.89702
170.42533333333333,168.38928
196.0043333333333,160.00243
388.5543333333333,304.65912
879.3191666666667,743.53033
790.1516666666666,763.66406
788.247,725.40643
623.2080000000001,606.6835
347.85166666666663,329.8256
830.9496666666666,769.1456
772.4275,705.97235
680.7698333333334,701.2734
505.4361666666666,521.59344
262.3908333333333,276.30957
242.31983333333332,272.32434
226.239,232.43208
166.14600000000002,183.76
144.235,132.52388
137.935,122.5992
131.79049999999998,113.47906
131.899,118.38287
108.55133333333332,122.19482
107.4075,102.34817
105.86,94.16803
125.85833333333332,107.649155
136.88016666666667,124.534966
175.99166666666667,122.78509
339.21816666666666,261.1722
732.8673333333334,720.46204
672.135,684.14246
617.8906666666667,644.46265
496.1773333333333,506.46786
257.8523333333334,245.99419
672.0458333333333,674.453
616.4413333333334,605.1101
606.372,586.87396
470.374,465.92725
281.02166666666665,254.84923
361.2383333333333,291.19858
352.9388333333334,316.0037
254.252,278.13266
172.00616666666667,200.63918
154.11383333333333,156.3565
151.61583333333334,136.59926
151.46166666666667,140.6404
150.6121666666667,132.30913
153.34333333333333,145.47437
153.721,143.36569
166.07316666666668,150.0285
167.86033333333336,160.82863
148.08566666666667,161.73518
345.77750000000003,256.92764
753.6553333333334,704.58746
618.4046666666667,698.5328
592.0191666666667,591.51697
464.3008333333333,476.59164
292.3401666666667,237.632
700.8196666666666,699.1078
577.2326666666667,627.1788
582.802,548.65564
436.8753333333333,445.99518
231.31016666666667,252.56502
264.89866666666666,260.931
249.9568333333333,246.415
201.97916666666663,201.20674
189.5378333333333,167.24446
155.803,158.3853
140.61033333333336,142.03448
141.16683333333333,137.31496
138.61700000000002,126.28184
138.73033333333333,122.49153
136.3276666666667,124.465744
147.56133333333335,135.84822
155.37849999999997,153.05872
161.57533333333333,165.70003
310.3695,259.6425
682.2355,656.19775
604.6166666666667,629.54175
603.5973333333333,583.17035
477.59816666666666,487.24814
261.23566666666665,236.69057
696.7728333333333,658.1602
584.519,615.212
601.4169999999999,568.0677
453.8145,456.91867
268.3851666666667,252.42737
327.9303333333333,285.4406
308.59883333333335,289.76376
212.89666666666665,247.74797
186.486,187.56572
215.5668333333333,168.61429
179.26816666666667,179.80153
167.39983333333333,162.78775
167.501,155.83183
167.1616666666667,151.95554
163.56,155.72893
178.70916666666665,157.90411
181.884,160.32831
194.49650000000003,156.70406
331.26500000000004,275.38638
665.4213333333333,680.42737
587.234,605.7622
597.1764999999999,553.18805
472.7111666666667,483.20337
250.68616666666668,230.49132
648.3169999999999,621.34814
580.5438333333333,569.0989
565.8025,550.8395
466.91533333333336,446.01575
353.15483333333333,254.06178
472.9575,342.63083
415.9261666666667,406.53378
314.47,327.205
277.83483333333334,243.3166
229.721,227.04027
209.4545,193.75294
183.5755,181.50021
182.4065,164.48131
180.1735,160.85161
180.9995,148.222
191.83600000000004,169.54616
188.01383333333337,156.39629
142.06666666666666,134.78343
187.00233333333333,127.68954
257.0878333333333,197.08887
254.04,229.22331
272.6825,247.72649
261.266,245.07428
238.3555,175.50203
270.5655,257.49545
254.75733333333332,233.25578
248.647,241.71266
221.78583333333333,215.15263
156.98933333333335,168.76086
173.55233333333334,186.34323
176.25516666666667,169.16995
179.84333333333333,165.4595
176.754,148.23247
168.34283333333332,151.60155
146.343,137.35419
152.43783333333334,132.90872
147.046,135.22285
145.51833333333337,135.99945
146.34949999999998,131.18234
156.714,146.4722
149.102,144.69745
117.651,112.58957
103.97516666666668,108.994286
100.827,112.613945
106.18066666666668,113.16204
113.98483333333334,105.946815
117.16766666666668,120.17762
121.72966666666666,114.33624
121.52066666666666,118.60097
121.69333333333334,120.34235
123.82483333333334,110.624825
161.73583333333335,120.684906
164.56783333333337,135.23651
184.5995,184.30513
192.03066666666663,178.8186
191.70200000000003,176.65344
153.839,154.44075
151.76333333333335,146.27101
141.305,136.33119
140.0076666666667,139.31465
139.83983333333333,131.57065
138.50233333333335,123.844154
140.35016666666667,128.44307
159.4721666666667,135.49751
165.52666666666667,154.42381
180.64066666666668,149.70387
331.1308333333333,313.37283
759.2848333333334,700.8928
701.3083333333333,694.74347
690.6226666666666,666.09436
537.2293333333333,541.6081
270.0655,258.62057
719.7698333333334,677.38684
671.937,632.9647
622.1088333333333,634.89233
513.3663333333333,477.55124
326.90700000000004,270.24136
311.399,317.03748
288.1143333333333,273.45392
192.21716666666669,222.12991
148.54283333333333,160.54239
126.91583333333332,135.35765
116.37733333333334,111.4043
121.01066666666668,112.4152
119.47116666666666,113.76675
118.479,106.138756
118.955,99.98304
137.25716666666668,116.95113
110.145,130.43967
150.44216666666668,111.35757
323.65683333333334,235.06071
645.2793333333334,698.24097
655.6953333333333,618.3125
643.1171666666667,615.3546
525.7473333333334,518.771
292.5713333333333,254.9305
702.1576666666666,679.1749
648.0348333333333,621.00476
630.5533333333333,618.9576
482.9881666666667,487.40594
305.7635,261.17188
333.6058333333333,301.64444
330.1358333333333,288.68686
204.93133333333336,250.9304
165.93883333333332,172.62785
133.60133333333334,145.57704
124.20166666666668,120.05113
123.41133333333332,122.436134
123.0945,116.031296
123.52783333333332,129.3146
123.30483333333332,122.99462
142.82316666666665,135.14499
165.7146666666667,138.07971
164.63366666666667,160.02974
327.66966666666667,280.2393
641.298,673.2488
558.9476666666667,604.0
572.378,541.7224
450.5298333333333,457.79504
255.46633333333327,229.48674
637.5443333333333,616.2235
569.1336666666666,562.5195
559.9643333333333,557.6549
434.9355,441.95984
277.0755,248.02448
339.24516666666665,288.63824
347.0285,300.50122
265.81683333333336,265.2388
195.5405,208.99606
160.16316666666668,175.64044
144.99066666666667,145.38701
142.62466666666666,147.35858
142.03,130.13274
141.19583333333333,132.66852
138.65116666666663,133.70822
160.06350000000003,138.29674
160.47633333333334,157.14255
139.76683333333332,167.4723
311.16200000000003,255.09026
616.7009999999999,665.3606
570.8678333333334,584.1946
567.6768333333333,543.2339
458.91566666666665,452.17245
259.7626666666667,227.84224
646.152,636.64575
595.3581666666666,577.46655
613.1845,572.6911
463.4058333333333,472.6587
336.9931666666667,258.27542
340.3648333333333,331.4397
328.8186666666667,307.25388
277.644,257.98178
255.67816666666667,222.60104
163.89666666666668,213.96622
158.13916666666668,160.71312
156.39433333333332,152.6239
148.79916666666668,145.81093
149.54149999999998,148.87453
150.00783333333337,139.71945
165.558,148.48853
176.36933333333334,149.91411
205.661,154.17162
347.96316666666667,293.08136
625.0326666666666,692.93823
576.2993333333333,582.6812
557.4888333333333,540.5579
466.0523333333333,460.76266
254.0765,232.61116
616.1658333333332,598.9003
562.5251666666667,545.5808
577.5541666666667,543.2386
437.3511666666666,461.4897
318.611,246.9915
343.40933333333334,317.26895
304.0348333333333,308.24966
178.25383333333332,236.67972
141.54983333333334,162.42802
133.00283333333334,137.77605
134.20783333333333,122.48803
131.714,126.85384
107.37833333333332,119.76999
109.97616666666666,109.604805
108.4675,106.38105
116.96516666666666,125.62144
96.87033333333332,120.80181
85.05883333333333,90.30013
89.72766666666666,84.623276
181.44833333333327,94.79129
196.9033333333333,168.31393
197.8275,193.3515
202.368,190.01369
135.22033333333334,173.66075
131.48833333333334,144.6959
125.61483333333334,136.7346
140.34133333333332,125.670105
136.25983333333335,135.5682
121.06583333333334,125.18899
162.92749999999998,158.88379
171.30416666666667,163.66437
159.62600000000003,159.06813
138.6555,137.64757
139.37266666666667,134.80948
129.932,126.524536
118.67816666666668,125.80064
119.99933333333334,117.139046
73.41483333333333,117.67939
82.215,90.86256
92.5,97.22227
88.48366666666668,95.9368
